iter	Passed	Remaining
1661	271455	218536
1662	271604	218361
1663	271763	218194
1664	271929	218033
1665	272102	217878
1666	272273	217720
1667	272458	217574
1668	272630	217418
1669	272792	217254
1670	272960	217094
1671	273099	216911
1672	273248	216736
1673	273403	216566
1674	273561	216399
1675	273718	216231
1676	273884	216069
1677	274061	215917
1678	274230	215758
1679	274407	215605
1680	274584	215453
1681	274740	215283
1682	274892	215112
1683	275048	214942
1684	275200	214770
1685	275354	214600
1686	275532	214448
1687	275682	214274
1688	275847	214112
1689	276017	213954
1690	276190	213798
1691	276373	213650
1692	276534	213485
1693	276711	213332
1694	276872	213167
1695	277028	212997
1696	277178	212824
1697	277326	212649
1698	277483	212481
1699	277644	212316
1700	277798	212146
1701	277972	211990
1702	278152	211840
1703	278322	211682
1704	278499	211528
1705	278667	211369
1706	278838	211211
1707	278988	211038
1708	279153	210875
1709	279298	210699
1710	279441	210520
1711	279615	210364
1712	279764	210190
1713	279939	210036
1714	280103	209873
1715	280278	209718
1716	280453	209564
1717	280621	209404
1718	280793	209247
1719	280943	209074
1720	281086	208895
1721	281240	208725
1722	281398	208558
1723	281554	208389
1724	281694	208209
1725	281852	208041
1726	282019	207881
1727	282190	207723
1728	282364	207568
1729	282530	207407
1730	282713	207257
1731	282868	207088
1732	283012	206910
1733	283160	206736
1734	283316	206568
1735	283464	206393
1736	283617	206222
1737	283775	206055
1738	283951	205901
1739	284126	205747
1740	284287	205581
1741	284460	205425
1742	284644	205277
1743	284811	205116
1744	284971	204950
1745	285111	204770
1746	285261	204597
1747	285419	204430
1748	285579	204265
1749	285723	204088
1750	285878	203919
1751	286072	203777
1752	286253	203626
1753	286432	203474
1754	286603	203316
1755	286772	203157
1756	286928	202989
1757	287090	202824
1758	287243	202654
1759	287403	202488
1760	287564	202324
1761	287716	202152
1762	287886	201993
1763	288079	201851
1764	288242	201687
1765	288414	201530
1766	288579	201369
1767	288750	201210
1768	288907	201043
1769	289061	200873
1770	289217	200704
1771	289367	200532
1772	289521	200362
1773	289679	200195
1774	289840	200030
1775	290014	199874
1776	290189	199719
1777	290354	199557
1778	290532	199404
1779	290692	199238
1780	290863	199080
1781	291036	198923
1782	291218	198773
1783	291383	198610
1784	291543	198445
1785	291719	198290
1786	291889	198132
1787	292080	197987
1788	292250	197828
1789	292426	197673
1790	292607	197522
1791	292776	197362
1792	292924	197188
1793	293074	197016
1794	293290	196888
1795	293492	196751
1796	293681	196604
1797	293843	196440
1798	294014	196282
1799	294190	196126
1800	294357	195965
1801	294530	195809
1802	294702	195650
1803	294856	195481
1804	295020	195318
1805	295175	195149
1806	295332	194981
1807	295488	194812
1808	295646	194646
1809	295799	194476
1810	295975	194320
1811	296138	194157
1812	296311	194000
1813	296480	193840
1814	296645	193677
1815	296812	193516
1816	296967	193347
1817	297119	193176
1818	297277	193009
1819	297423	192834
1820	297576	192664
1821	297801	192541
1822	298006	192404
1823	298220	192273
1824	298374	192104
1825	298547	191946
1826	298712	191784
1827	298865	191613
1828	299021	191445
1829	299170	191273
1830	299324	191103
1831	299464	190924
1832	299622	190758
1833	299774	190587
1834	299946	190429
1835	300116	190270
1836	300291	190113
1837	300458	189952
1838	300622	189789
1839	300793	189630
1840	300945	189460
1841	301103	189293
1842	301256	189122
1843	301417	188958
1844	301566	188785
1845	301727	188620
1846	301903	188465
1847	302065	188300
1848	302243	188146
1849	302407	187983
1850	302577	187823
1851	302746	187663
1852	302896	187491
1853	303046	187320
1854	303201	187151
1855	303351	186979
1856	303498	186806
1857	303653	186637
1858	303803	186465
1859	303975	186307
1860	304157	186155
1861	304335	186001
1862	304508	185843
1863	304681	185685
1864	304858	185530
1865	305037	185376
1866	305218	185223
1867	305387	185063
1868	305554	184902
1869	305739	184751
1870	305906	184590
1871	306080	184433
1872	306256	184277
1873	306427	184118
1874	306598	183959
1875	306768	183799
1876	306954	183649
1877	307134	183495
1878	307287	183325
1879	307426	183147
1880	307574	182975
1881	307721	182801
1882	307887	182639
1883	308047	182474
1884	308219	182315
1885	308393	182157
1886	308565	181999
1887	308732	181838
1888	308913	181684
1889	309089	181529
1890	309263	181371
1891	309442	181216
1892	309622	181062
1893	309781	180896
1894	309939	180730
1895	310078	180552
1896	310225	180378
1897	310376	180208
1898	310523	180035
1899	310674	179864
1900	310833	179698
1901	310999	179535
1902	311173	179378
1903	311368	179232
1904	311540	179074
1905	311709	178914
1906	311865	178746
1907	312017	178576
1908	312166	178404
1909	312315	178232
1910	312461	178058
1911	312610	177887
1912	312769	177721
1913	312941	177562
1914	313105	177399
1915	313283	177244
1916	313445	177079
1917	313614	176919
1918	313785	176759
1919	313939	176591
1920	314087	176418
1921	314243	176250
1922	314393	176080
1923	314545	175910
1924	314709	175747
1925	314854	175572
1926	315025	175413
1927	315203	175258
1928	315368	175095
1929	315544	174939
1930	315719	174782
1931	315888	174621
1932	316060	174462
1933	316242	174309
1934	316426	174157
1935	316597	173998
1936	316777	173843
1937	316938	173678
1938	317076	173500
1939	317231	173332
1940	317391	173167
1941	317543	172997
1942	317707	172834
1943	317863	172666
1944	318045	172513
1945	318212	172351
1946	318401	172201
1947	318563	172037
1948	318742	171882
1949	318896	171713
1950	319048	171543
1951	319210	171379
1952	319375	171216
1953	319531	171049
1954	319698	170887
1955	319860	170723
1956	320031	170563
1957	320196	170400
1958	320353	170233
1959	320517	170070
1960	320693	169913
1961	320857	169750
1962	321018	169585
1963	321164	169412
1964	321316	169242
1965	321469	169073
1966	321622	168905
1967	321774	168735
1968	321938	168572
1969	322094	168404
1970	322258	168241
1971	322432	168083
1972	322605	167924
1973	322784	167769
1974	322944	167604
1975	323093	167433
1976	323246	167264
1977	323402	167096
1978	323555	166927
1979	323723	166766
1980	323895	166607
1981	324067	166448
1982	324248	166294
1983	324423	166136
1984	324592	165975
1985	324775	165821
1986	324945	165661
1987	325093	165490
1988	325249	165322
1989	325418	165162
1990	325572	164993
1991	325732	164828
1992	325897	164665
1993	326072	164508
1994	326242	164347
1995	326414	164188
1996	326572	164021
1997	326747	163864
1998	326899	163695
1999	327045	163522
2000	327204	163356
2001	327355	163187
2002	327514	163021
2003	327665	162851
2004	327832	162690
2005	328006	162531
2006	328191	162378
2007	328370	162222
2008	328542	162063
2009	328707	161900
2010	328884	161743
2011	329057	161584
2012	329227	161424
2013	329399	161265
2014	329561	161100
2015	329730	160940
2016	329894	160776
2017	330074	160620
2018	330251	160463
2019	330425	160305
2020	330599	160147
2021	330776	159989
2022	330926	159819
2023	331077	159649
2024	331224	159478
2025	331377	159309
2026	331529	159140
2027	331686	158974
2028	331844	158807
2029	332016	158648
2030	332191	158490
2031	332358	158328
2032	332534	158170
2033	332696	158006
2034	332874	157849
2035	333038	157686
2036	333209	157526
2037	333385	157368
2038	333547	157204
2039	333714	157041
2040	333867	156873
2041	334026	156708
2042	334184	156541
2043	334340	156374
2044	334488	156203
2045	334644	156036
2046	334801	155869
2047	334978	155712
2048	335162	155558
2049	335330	155397
2050	335502	155237
2051	335670	155075
2052	335824	154907
2053	335974	154737
2054	336134	154572
2055	336289	154405
2056	336440	154236
2057	336592	154067
2058	336752	153902
2059	336928	153743
2060	337093	153581
2061	337266	153421
2062	337434	153260
2063	337596	153096
2064	337770	152937
2065	337926	152770
2066	338080	152602
2067	338230	152432
2068	338381	152263
2069	338537	152096
2070	338691	151928
