iter	RMSE
287	3.530681965
288	3.53029524
289	3.52889545
290	3.528435958
291	3.52780799
292	3.526942699
293	3.526288236
294	3.525536638
295	3.525215929
296	3.524656543
297	3.524240723
298	3.523522838
299	3.523179331
300	3.522537421
301	3.521131348
302	3.520793329
303	3.520230808
304	3.51930506
305	3.518747605
306	3.51838881
307	3.5178969
308	3.517158635
309	3.516736174
310	3.515895618
311	3.515637606
312	3.515283366
313	3.514786099
314	3.514208193
315	3.513792862
316	3.513366634
317	3.513051146
318	3.512730306
319	3.511925569
320	3.511082956
321	3.510299871
322	3.509863793
323	3.509205153
324	3.508449127
325	3.508282657
326	3.507637919
327	3.507247903
328	3.506556729
329	3.505729354
330	3.505420897
331	3.504528796
332	3.503723998
333	3.503197212
334	3.502552605
335	3.501672927
336	3.501203124
337	3.500702887
338	3.499729277
339	3.499416616
340	3.498971483
341	3.498694355
342	3.497984205
343	3.497420668
344	3.497009475
345	3.496492491
346	3.496026496
347	3.495302272
348	3.494810697
349	3.494489454
350	3.494080265
351	3.493548874
352	3.493067947
353	3.492474654
354	3.491798027
355	3.491477325
356	3.491065578
357	3.490671442
358	3.490044511
359	3.489460687
360	3.488973962
361	3.488536784
362	3.488343986
363	3.487970348
364	3.487751524
365	3.487336489
366	3.486927861
367	3.486603015
368	3.48570174
369	3.484942177
370	3.484584544
371	3.484090966
372	3.483679427
373	3.48318483
374	3.482996633
375	3.482767574
376	3.482100549
377	3.481799413
378	3.481135613
379	3.480667884
380	3.479877841
381	3.479319854
382	3.479141716
383	3.47852093
384	3.478094931
385	3.477686608
386	3.477312615
387	3.477125742
388	3.47650875
389	3.476305478
390	3.475915355
391	3.475665029
392	3.475113238
393	3.474601491
394	3.474367357
395	3.473924991
396	3.473609196
397	3.473447855
398	3.473204833
399	3.472686009
400	3.472223452
401	3.471675972
402	3.471409433
403	3.47085407
404	3.470280091
405	3.469922053
406	3.469290484
407	3.469133955
408	3.468894613
409	3.468735079
410	3.468261859
411	3.467985852
412	3.467713777
413	3.467344366
414	3.466877979
415	3.46624747
416	3.465879567
417	3.465404877
418	3.464964266
419	3.464569017
420	3.463962601
421	3.463684431
422	3.463136791
423	3.46274779
424	3.462622273
425	3.46233893
426	3.462135423
427	3.461805099
428	3.461325105
429	3.460980142
430	3.460677525
431	3.460244739
432	3.459948441
433	3.459549505
434	3.459332116
435	3.458860311
436	3.458618549
437	3.458282578
438	3.458205988
439	3.457878534
440	3.4573502
441	3.456832463
442	3.456602946
443	3.456358791
444	3.456169168
445	3.455699353
446	3.455408886
447	3.454935562
448	3.454435394
449	3.454297539
450	3.454014045
451	3.453674116
452	3.453648367
453	3.453294452
454	3.452865277
455	3.452662846
456	3.452382336
457	3.452046632
458	3.451596859
459	3.451560538
460	3.451536504
461	3.451239081
462	3.451012894
463	3.450709979
464	3.450422372
465	3.450044335
466	3.449553113
467	3.449232802
468	3.448947922
469	3.448927253
470	3.44872909
471	3.448625635
472	3.448236997
473	3.447855967
474	3.447430791
475	3.447321535
476	3.446987857
477	3.446476387
478	3.44611609
479	3.445898005
480	3.445642104
481	3.445324514
482	3.445157979
483	3.444953013
484	3.444634418
485	3.444449522
486	3.444261039
487	3.444141915
488	3.444052939
489	3.443979635
490	3.443674455
491	3.443491994
492	3.44337308
493	3.443217072
494	3.442992995
495	3.442862379
496	3.442615558
497	3.442352357
498	3.441939589
499	3.441792523
500	3.441515653
501	3.441270005
502	3.440902846
503	3.440703805
504	3.440550705
505	3.440347139
506	3.439950533
507	3.439682477
508	3.439444914
509	3.439229567
510	3.439057101
511	3.438903195
512	3.43869355
513	3.438473975
514	3.438306636
515	3.438068286
516	3.437857404
517	3.437605107
518	3.437232495
519	3.436915317
520	3.436782064
521	3.436513044
522	3.436340537
523	3.436053926
524	3.435962236
525	3.435717524
526	3.435509356
527	3.435276668
528	3.435044926
529	3.434855787
530	3.434633666
531	3.434257864
532	3.433907122
533	3.433612447
534	3.433493501
535	3.433256138
536	3.43310119
537	3.432984208
538	3.432541206
539	3.432287755
540	3.432112268
541	3.431684634
542	3.431620723
543	3.43109424
544	3.430954016
545	3.430788335
546	3.430489938
547	3.430290245
548	3.430148173
549	3.42990513
550	3.429668759
551	3.429490438
552	3.429262811
553	3.429178643
554	3.428978254
555	3.428694626
556	3.428505071
557	3.428054625
558	3.427796963
559	3.42764442
560	3.427431925
561	3.427177521
562	3.426862917
563	3.426563689
564	3.426346009
565	3.426153514
566	3.425932784
567	3.425575269
568	3.425562689
569	3.425544533
570	3.425321922
571	3.425193086
572	3.424920794
573	3.424335327
574	3.424199559
575	3.423913244
576	3.423746479
577	3.423501416
578	3.423367732
579	3.423174028
580	3.42309608
581	3.422834212
582	3.422446073
583	3.422102716
584	3.421792396
585	3.421304926
586	3.421184589
587	3.420735859
588	3.420535254
589	3.420248753
590	3.419953827
591	3.419598207
592	3.419303326
593	3.418830624
594	3.418628696
595	3.418518512
596	3.418298762
597	3.418055353
598	3.417821781
599	3.417599388
600	3.417427809
601	3.417342155
602	3.417164085
603	3.416952615
604	3.416768027
605	3.416560356
606	3.416432132
607	3.416090324
608	3.41591546
609	3.415556125
610	3.415200998
611	3.414990962
612	3.414766417
613	3.414629792
614	3.414368805
615	3.414312294
616	3.414107156
617	3.413911494
618	3.413781569
619	3.41353644
620	3.413275474
621	3.413060181
622	3.413049605
623	3.412913066
624	3.412828033
625	3.412648277
626	3.412482103
627	3.412243859
628	3.412022943
629	3.411783152
630	3.411621166
631	3.41133948
632	3.411089801
633	3.411071257
634	3.410990927
635	3.410785727
636	3.410616948
637	3.410436315
638	3.410254265
639	3.410022324
640	3.409767653
641	3.409488526
642	3.409379052
643	3.409194401
644	3.408911477
645	3.408720477
646	3.408572019
647	3.408354489
648	3.408035545
649	3.407773206
650	3.407696332
651	3.407557668
652	3.407303974
653	3.407152286
654	3.407045912
655	3.406745122
656	3.406576318
657	3.406432393
658	3.406350076
659	3.406063095
660	3.405926985
661	3.405762904
662	3.405631086
663	3.405482269
664	3.405410085
665	3.405356639
666	3.40526958
667	3.405139494
668	3.404893712
669	3.404716772
670	3.404607609
671	3.404368914
672	3.404216891
673	3.404136083
674	3.403881479
675	3.403749753
676	3.403470865
677	3.403382601
678	3.403122135
679	3.402873564
680	3.402446599
681	3.402228495
682	3.402080495
683	3.401880974
684	3.401675461
685	3.401536586
686	3.401427382
687	3.401346325
688	3.401159932
689	3.400835209
690	3.400631751
691	3.400478815
692	3.400253821
693	3.400160252
694	3.400027648
695	3.399833725
696	3.399708173
697	3.399485898
698	3.399294539
699	3.398925799
700	3.39878091
701	3.398581028
702	3.398415085
703	3.398284969
704	3.398131403
705	3.397893755
706	3.397706736
707	3.397452885
708	3.397205733
709	3.397015908
710	3.396831015
711	3.396616358
712	3.396471502
713	3.396264296
714	3.395901508
715	3.395548777
716	3.395469166
717	3.3953009
718	3.395182479
719	3.395062624
720	3.394919564
721	3.39479822
722	3.39459907
723	3.394439811
724	3.394117324
725	3.393927037
726	3.393839422
727	3.393774498
728	3.393642726
729	3.393395448
730	3.393285567
731	3.393201004
732	3.393003807
733	3.392771289
734	3.392689257
735	3.392641021
736	3.392436815
737	3.392285117
738	3.392154916
739	3.392036866
740	3.391913443
741	3.39185544
742	3.391680795
743	3.391425775
744	3.391248238
745	3.391015716
746	3.390849764
747	3.390740048
748	3.390619664
749	3.390448205
750	3.390320459
751	3.390230354
752	3.390126205
753	3.389945328
754	3.389803365
755	3.389479544
756	3.389382358
757	3.389159698
758	3.389114787
759	3.389012394
760	3.389005361
761	3.388760288
762	3.388629204
763	3.388392779
764	3.38819537
765	3.388006807
766	3.387819273
767	3.387698379
768	3.387547115
769	3.38737064
770	3.38724954
771	3.387096486
772	3.387009615
773	3.386764535
774	3.386608811
775	3.38646059
776	3.386252806
777	3.386129698
778	3.386070675
779	3.385974292
780	3.385865607
781	3.38572111
782	3.385585372
783	3.3853885
784	3.38524156
785	3.38483418
786	3.384607851
787	3.384490501
788	3.38428758
789	3.384168224
790	3.383940894
791	3.383834389
792	3.383719151
793	3.383707244
794	3.383564233
795	3.383454836
796	3.383271179
797	3.383193455
798	3.383005643
799	3.382810894
800	3.382694226
801	3.382590301
802	3.382523556
803	3.382413689
804	3.382319926
805	3.382193535
806	3.381942908
807	3.381801179
808	3.381630807
809	3.381490464
810	3.381388222
811	3.381223568
812	3.381125285
813	3.381001354
814	3.380961456
815	3.380884816
816	3.380816816
817	3.380652614
818	3.380538314
819	3.380379982
820	3.38018084
821	3.380029109
822	3.379909537
823	3.379737178
824	3.379603456
825	3.37952302
826	3.379323462
827	3.37917269
828	3.379055347
829	3.378989676
830	3.37887631
831	3.378671254
832	3.378572192
833	3.378353533
834	3.378219174
835	3.378064953
836	3.377983607
837	3.377821327
838	3.377757453
839	3.37769499
840	3.37753621
841	3.377385592
842	3.377217284
843	3.376955188
844	3.376868443
845	3.376763345
846	3.37653938
847	3.376396719
848	3.376285686
849	3.376194976
850	3.376054239
851	3.375869474
852	3.375744072
853	3.375648116
854	3.375512365
855	3.375353488
856	3.37521834
857	3.375136926
858	3.375008056
859	3.374939421
860	3.374823518
861	3.374718358
862	3.374599741
863	3.374489413
864	3.374383054
865	3.374194686
866	3.374087097
867	3.373907072
868	3.373691213
869	3.373422779
870	3.373225385
871	3.372970773
872	3.372888561
873	3.372613665
874	3.372428107
875	3.372269473
876	3.372192052
877	3.372030953
878	3.371903929
879	3.371632157
880	3.37147417
881	3.371259388
882	3.371154078
883	3.370933695
884	3.370758316
885	3.370510728
886	3.370426848
887	3.370343278
888	3.370175084
889	3.370009513
890	3.369897754
891	3.369807675
892	3.369721868
893	3.369621029
894	3.369218672
895	3.369086792
896	3.368892997
897	3.368806145
898	3.368558441
899	3.368400919
900	3.36831369
901	3.368156477
902	3.367960318
903	3.367905447
904	3.36777227
905	3.367724894
906	3.367601392
907	3.367490125
908	3.367332917
909	3.367248248
910	3.367173447
911	3.366988123
912	3.366875416
913	3.366683695
914	3.366550536
915	3.36647441
916	3.366392328
917	3.366313237
918	3.366269645
919	3.366160713
920	3.366044043
921	3.365985024
922	3.365791041
923	3.365664059
924	3.365558458
925	3.365400042
926	3.36528857
927	3.365229321
928	3.365042614
929	3.364925688
930	3.364756357
931	3.364524155
932	3.364368733
933	3.364340023
934	3.364243948
935	3.364033267
936	3.3638199
937	3.363700417
938	3.363605464
939	3.363571653
940	3.363478594
941	3.363421267
942	3.363146971
943	3.363048706
944	3.362916233
945	3.362845915
946	3.362645642
947	3.3625383
948	3.362432517
949	3.362298694
950	3.362205925
951	3.362089694
952	3.361941327
953	3.361857546
954	3.361722169
955	3.361611868
956	3.36145424
957	3.36140943
958	3.361259076
959	3.361210309
960	3.361084842
961	3.360901411
962	3.360775644
963	3.360616821
964	3.360550635
965	3.360433431
966	3.360268323
967	3.360107909
968	3.36002536
969	3.359993405
970	3.359896376
971	3.359821037
972	3.359620385
973	3.359393199
974	3.359277212
975	3.359152859
976	3.3590805
977	3.359024753
978	3.358854352
979	3.358677141
980	3.358601019
981	3.358469181
982	3.358393689
983	3.358200296
984	3.358125873
985	3.357972144
986	3.357933347
987	3.357846731
988	3.357706608
989	3.357633897
990	3.357565065
991	3.357513522
992	3.357415763
993	3.357220638
994	3.357094062
995	3.357008166
996	3.356881883
997	3.356739239
998	3.356661481
999	3.356594832
